BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
7,"","2011","","Paedatrics as Model of Centralising Treatment of Rare Cancers","European Journal of Cancer",47,,"sep","S43",2011,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Aggarwal2011","Aggarwal, S.","PCN24 Budget Impact Model for Rare Cancer Treatment: Case in Point Cutaneous T-Cell Lymphoma","Value in Health",14,7,"nov","A438",2011,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Atkinson_2011","Atkinson, Jennifer M.; Gilbertson, Richard J.","Developing treatment strategies for rare cancers","Oncotarget",2,9,"Sep","657–657",2011,"","","https://www.oncotarget.com/lookup/doi/10.18632/oncotarget.334","","","","","","","","","","","","","","","","",""
7,"","Bien2011","Bien, Ewa; Godzinski, Jan; Dall'Igna, Patrizia; Defachelles, Anne-Sophie; Stachowicz-Stencel, Teresa; Orbach, Daniel; Bisogno, Gianni; Cecchetto, Giovanni; Warmann, Steven; Ellerkamp, Verena; Brennan, Bernadette; Balcerska, Anna; Rapala, Malgorzata; Brecht, Ines; Schneider, Dominik; Ferrari, Andrea","Pancreatoblastoma: A report from the European cooperative study group for paediatric rare tumours (EXPeRT)","European Journal of Cancer",47,15,"oct","2347--2352",2011,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Bisoqno2011","Bisoqno, G.","105 INVITED Very Rare Cancers in Children \textendash From TREP to EXPeRT","European Journal of Cancer",47,,"sep","S27",2011,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","gatta_rare_2011","Gatta, Gemma; van der Zwan, Jan Maarten; Casali, Paolo G.; Siesling, Sabine; Dei Tos, Angelo Paolo; Kunkler, Ian; Otter, Renée; Licitra, Lisa; Mallone, Sandra; Tavilla, Andrea; Trama, Annalisa; Capocaccia, Riccardo","Rare cancers are not so rare: The rare cancer burden in Europe","European Journal of Cancer",47,17,"November","2493--2511",2011,"","","https://linkinghub.elsevier.com/retrieve/pii/S0959804911006083","","","","","","","","","","","","","","","","",""
7,"","Hajdu_2011a","Hajdu, Steven I.","A note from history: Landmarks in history of cancer, part 1","Cancer",117,5,"Mar","1097–1102",2011,"","","https://onlinelibrary.wiley.com/doi/10.1002/cncr.25553","","","","","","","","","","","","","","","","",""
7,"","Hajdu_2011b","Hajdu, Steven I.","A note from history: Landmarks in history of cancer, part 2: A Note from History, Part 2","Cancer",117,12,"Jun","2811–2820",2011,"","","https://onlinelibrary.wiley.com/doi/10.1002/cncr.25825","","","","","","","","","","","","","","","","",""
7,"","Merks2011","Merks, Johannes H. M.; Brecht, Ines B.","Genetic Predisposition and Genetic Susceptibility","",,,"oct","69--94",2011,"","","","Rare Tumors In Children and Adolescents","","","","","Springer Berlin Heidelberg","","","","","","","","","","",""
7,"","Sullivan_2011","Sullivan, R.; Purushotham, A. D.","Avoiding the zero sum game in global cancer policy: Beyond 2011 UN high level summit","European Journal of Cancer",47,16,"Nov","2375?2380",2011,"","","https://www.sciencedirect.com/science/article/pii/S0959804911006654","","","","","","","","","","","","","","","","",""
7,"","Baker_Crowley_Maki_2012","Baker, Laurence H.; Crowley, John J.; Maki, Robert G.","Randomization and Statistical Power: Paramount in Trial Reproducibility (Even for Rare Cancers)","The Oncologist",17,9,"Sep","1129–1132",2012,"","","https://academic.oup.com/oncolo/article/17/9/1129/6401525","","","","","","","","","","","","","","","","",""
7,"","Bisogno2012","Bisogno, G.; Ferrari, A.; Bien, E.; Brecht, I.; Brennan, B.; Cecchetto, G.; Godzinski, J.; Orbach, D.; Reguerre, Y.; Stachowicz-Stencel, T.; Schneider, D.","Rare Cancers in Children \textendash The EXPeRT Initiative: A Report from the European Cooperative Study Group on Pediatric Rare Tumors","Klinische Pädiatrie",224,06,"nov","416--420",2012,"","","","","","","","","Georg Thieme Verlag {KG}","","","","","","","","","","",""
7,"","Cai_2012","Cai, Ling; Stauder, Michael C.; Zhang, Yu-Jing; Poortmans, Philip; Li, Ye-Xiong; Constantinou, Nicolaos; Thariat, Juliette; Kadish, Sidney P.; Nguyen, Tan Dat; Kirova, Youlia M.; Ghadjar, Pirus; Weber, Damien C.; Bertran, Victoria Tuset; Ozsahin, Mahmut; Mirimanoff, René-Olivier","Early-Stage Primary Bone Lymphoma: A Retrospective, Multicenter Rare Cancer Network (RCN) Study","International Journal of Radiation Oncology*Biology*Physics",83,1,"","284-291",2012,"","","https://www.sciencedirect.com/science/article/pii/S0360301611028641","","","","","","","","","","","","","","","Primary bone lymphoma, Early stage, Radiotherapy, Combined treatment modality","",""
7,"","Dijk2012","Dijk, B. A. C. Van; Gatta, G.; Capocaccia, R.; Pierannunzio, D.; Strojan, P.; Licitra, L.","Rare cancers of the head and neck area in Europe","European Journal of Cancer",48,6,"apr","783--796",2012,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Eslick2012","Eslick, Guy D.","What is a Rare Cancer?","Hematology/Oncology Clinics of North America",26,6,"dec","1137--1141",2012,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Gaddipati2012","Gaddipati, Himabindu; Liu, Ke; Pariser, Anne; Pazdur, Richard","Rare Cancer Trial Design: Lessons from FDA Approvals","Clinical Cancer Research",18,19,"sep","5172--5178",2012,"","","","","","","","","American Association for Cancer Research ({AACR})","","","","","","","","","","",""
7,"","Galon_Jerome_2012","Galon, Jérôme; Pagès, Franck; Marincola, Francesco M.; Thurin, Magdalena; Trinchieri, Giorgio; Fox, Bernard A.; Gajewski, Thomas F.; Ascierto, Paolo A.","The immune score as a new possible approach for the classification of cancer","Journal of Translational Medicine",10,1,"Dec","1, 1479-5876-10–1",2012,"","","https://translational-medicine.biomedcentral.com/articles/10.1186/1479-5876-10-1","","","","","","","","","","","","","","","","",""
7,"","Hiripi2012","Hiripi, E.; Gondos, A.; Emrich, K.; Holleczek, B.; Katalinic, A.; Luttmann, S.; Sirri, E.; Brenner, H.","Survival from common and rare cancers in Germany in the early 21st century","Annals of Oncology",23,2,"feb","472--479",2012,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Lloyd_2012","Lloyd, Shane; Park, Henry S.; Decker, Roy H.; Wilson, Lynn D.; Yu, James B.","Using the Surveillance, Epidemiology, and End Results Database to Investigate Rare Cancers, Second Malignancies, and Trends in Epidemiology, Treatment, and Outcomes","Current Problems in Cancer",36,4,"Jul","191–199",2012,"","","https://linkinghub.elsevier.com/retrieve/pii/S0147027212000463","","","","","","","","","","","","","","","","",""
7,"","Munoz2012","Munoz, Javier; Kurzrock, Razelle","Targeted therapy in rare cancers—adopting the orphans","Nature Reviews Clinical Oncology",9,11,"sep","631--642",2012,"","","","","","","","","Springer Science and Business Media {LLC}","","","","","","","","","","",""
7,"","Newlands_2012","Newlands, John","People with rare cancers get a raw deal in research and care","Nursing Times",108,6,"Feb","11",2012,"","","","","","","","","","","","","","","","","","","",""
7,"","Patel_2012","Patel, Ajaykumar; Ozsahin, Mahmut; Mirimanoff, Rene-Olivier; Bhatia, Sumita; Chang, Kenneth; Miller, Robert Clell","The Rare Cancer Network: Achievements from 1993 to 2012","Rare Tumors",4,3,"Aug","110–114",2012,"","","http://journals.sagepub.com/doi/10.4081/rt.2012.e35","","","","","","","","","","","","","","","","",""
7,"","Porta2012","Porta, Camillo","How to Identify Active Novel Agents in Rare Cancers and then Make Them Available: A Need for a Paradigm Shift","European Urology",62,6,"dec","1020--1021",2012,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Schaefer_2012","Schaefer, Robert","Rare Cancers Europe: joining forces to tackle a common problem","Rare Tumors",4,2,"Apr","78–79",2012,"","","http://journals.sagepub.com/doi/10.4081/rt.2012.e24","","","","","","","","","","","","","","","","",""
7,"","Sidiropoulos2012","Sidiropoulos, Konstantinos; Glotsos, Dimitrios; Kostopoulos, Spiros; Ravazoula, Panagiota; Kalatzis, Ioannis; Cavouras, Dionisis; Stonham, John","Real time decision support system for diagnosis of rare cancers, trained in parallel, on a graphics processing unit","Computers in Biology and Medicine",42,4,"apr","376--386",2012,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Siesling2012","Siesling, Sabine; van der Zwan, Jan Maarten; Izarzugaza, Isabel; Jaal, Jana; Treasure, Tom; Foschi, Roberto; Ricardi, Umberto; Groen, Harry; Tavilla, Andrea; Ardanaz, Eva","Rare thoracic cancers, including peritoneum mesothelioma","European Journal of Cancer",48,7,"may","949--960",2012,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Stacchiotti2012","Stacchiotti, S.; Palassini, E.; Sanfilippo, R.; Vincenzi, B.; Arena, M. G.; Bochicchio, A. M.; Rosa, P. De; Nuzzo, A.; Turano, S.; Morosi, C.; Tos, A. P. Dei; Pilotti, S.; Casali, P. G.","Gemcitabine in advanced angiosarcoma: a retrospective case series analysis from the Italian Rare Cancer Network","Annals of Oncology",23,2,"feb","501--508",2012,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Trama2012","Trama, Annalisa; Mallone, Sandra; Ferretti, Stefano; Meduri, Francesca; Capocaccia, Riccardo; Gatta, Gemma","The burden of rare cancers in Italy: the surveillance of rare cancers in Italy (RITA) project.","Tumori",98 5,,"","550-8",2012,"","","","","","","","","Il Pensiero Scientifico Editore","","","","","","","","","","",""
7,"","Visser2012","Visser, O.; Adolfsson, J.; Rossi, S.; Verne, J.; Gatta, G.; Maffezzini, M.; Franks, K. N.","Incidence and survival of rare urogenital cancers in Europe","European Journal of Cancer",48,4,"mar","456--464",2012,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Zhang_2012","Zhang, Hongyan; Wang, Haiyan; Dai, Zhijun; Chen, Ming-shun; Yuan, Zheming","Improving accuracy for cancer classification with a new algorithm for genes selection","BMC Bioinformatics",13,1,"Dec","298",2012,"","","https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-13-298","","","","","","","","","","","","","","","","",""
7,"","Feldmeyer2013","Feldmeyer, Laurence; Gaide, Olivier; Speiser, Daniel E.","Clinical Implications of CD8$\mathplus$ T-Cell Infiltration in Frequent and Rare Cancers","Journal of Investigative Dermatology",133,8,"aug","1929--1932",2013,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","keat_2013","Keat, Nicola; Law, Kate; Seymour, Matthew; Welch, Jack; Trimble, Ted; Lascombe, Denis; Negrouk, Anastassia","International Rare Cancers Initiative","The Lancet Oncology",14,2,"Feb","109--110",2013,"","","https://linkinghub.elsevier.com/retrieve/pii/S1470204512705703","","","","","","","","","","","","","","","","",""
7,"","Kirk_2013","Kirk, Rebecca","Genetics: new classification for endometrial cancer puts genes in POLE position","Nature Reviews. Clinical Oncology",10,6,"Jun","304",2013,"","","","","","","","","","","","","","","","","","","",""
7,"","Ly_2013","Ly, Diana; Forman, David; Ferlay, Jacques; Brinton, Louise A.; Cook, Michael B.","An international comparison of male and female breast cancer incidence rates","International Journal of Cancer",132,8,"Apr","1918–1926",2013,"","","https://onlinelibrary.wiley.com/doi/10.1002/ijc.27841","","","","","","","","","","","","","","","","",""
7,"","raghavan_structured_2013","Raghavan, D.","A structured approach to uncommon cancers: what should a clinician do?","Annals of Oncology",24,12,"December","2932--2934",2013,"","","https://linkinghub.elsevier.com/retrieve/pii/S0923753419367523","","","","","","","","","","","","","","","","",""
7,"","Stiller2013","Stiller, C. A.; Trama, A.; Serraino, D.; Rossi, S.; Navarro, C.; Chirlaque, M. D.; Casali, P. G.","Descriptive epidemiology of sarcomas in Europe: Report from the RARECARE project","European Journal of Cancer",49,3,"feb","684--695",2013,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Zwan2013","van der Zwan, Jan Maarten; Trama, Annalisa; Otter, Ren{\'{e}}e; Larra{\~{n}}aga, Nerea; Tavilla, Andrea; Marcos-Gragera, Rafael; Tos, Angelo Paolo Dei; Baudin, Eric; Poston, Graeme; Links, Thera","Rare neuroendocrine tumours: Results of the surveillance of rare cancers in Europe project","European Journal of Cancer",49,11,"jul","2565--2578",2013,"","","","","","","","","Elsevier {BV}","","","","","","","","","","Zwan2013 - Rare Neuroendocrine Tumours_ Results of the Surveillance of Rare Cancers in Europe Project.pdf",""
7,"","Aggarwal_2014","Aggarwal, Ajay; Ginsburg, Ophira; Fojo, Tito","Cancer economics, policy and politics: What informs the debate? Perspectives from the EU, Canada and US","Journal of Cancer Policy",2,1,"Mar","1-11",2014,"","","https://www.sciencedirect.com/science/article/pii/S221353831400006X","","","","Delivering Affordable Cancer Care in High Income Countries: Papers from a Special Session of Oncology At The Limits, 13th ? 15th February 2014","","","","","","","","","","","","",""
7,"","Aggarwal_2014","Aggarwal, Ajay; Ginsburg, Ophira; Fojo, Tito","Cancer economics, policy and politics: What informs the debate? Perspectives from the EU, Canada and US","Journal of Cancer Policy",2,1,"Mar","1?11",2014,"","","https://www.sciencedirect.com/science/article/pii/S221353831400006X","","","","Delivering Affordable Cancer Care in High Income Countries: Papers from a Special Session of Oncology At The Limits, 13th ? 15th February 2014","","","","","","","","","","","","",""
7,"","Casali2014","Casali, P. G.","Rare cancers: work in progress in Europe","Annals of Oncology",25,4,"apr","914",2014,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Charbotel2014","Charbotel, B.; Fervers, B.; Droz, J. P.","Occupational exposures in rare cancers: A critical review of the literature","Critical Reviews in Oncology/Hematology",90,2,"may","99--134",2014,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","IrmingerFinger2014","Irminger-Finger, Irmgard; Kargul, Joanna; Laurent, Geoff J.","Rare cancers: What we can learn from them","The International Journal of Biochemistry {\&}amp$\mathsemicolon$ Cell Biology",53,,"aug","459--460",2014,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Limon2014","Limon, Janusz; Miettinen, Markku; Lasota, Jerzy","Rare cancers","The International Journal of Biochemistry {\&}amp$\mathsemicolon$ Cell Biology",53,,"aug","461",2014,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Loggers2014","Loggers, Elizabeth Trice; Prigerson, Holly G.","The End-of-Life Experience of Patients with Rare Cancers and their Caregivers","Rare Tumors",6,1,"mar","24--27",2014,"","","","","","","","","{SAGE} Publications","","","","","","","","","","",""
7,"","Mirimanoff_2014","Mirimanoff, René-Olivier; Ozsahin, Mahmut; Thariat, Juliette; Ozyar, Enis; Schick, Ulrike; Pehlivan, Berrin; Krengli, Marco; Pellanda, Alessandra Franzetti; Vees, Hansjörg; Cai, Ling; Scandolaro, Luciano; Belkacemi, Yazid; Villà, Salvador; Igdem, Sefik; Lutsyk, Myroslav; Miller, Robert C.","History of the Rare Cancer Network and past Research","Rare Tumors",6,3,"Aug","86–90",2014,"","","http://journals.sagepub.com/doi/10.4081/rt.2014.5462","","","","","","","","","","","","","","","","",""
10,"","orphan_drug_act_83","97th United States Congress","Orphan Drug Act","",,,"","",2014,"","","https://www.fda.gov/media/99546","","","","","","{FDA}","","","","","","","","","","",""
7,"","Sklan2014","Sklan, Alexandra","Inadequate funding for rare cancers in Australia","The Lancet Oncology",15,12,"nov","e534",2014,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","sokolowski_proof--concept_2014","Sokolowski, E.; Turina, C. B.; Kikuchi, K.; Langenau, D. M.; Keller, C.","Proof-of-concept rare cancers in drug development: the case for rhabdomyosarcoma","Oncogene",33,15,"April","1877--1889",2014,"","","https://www.nature.com/articles/onc2013129","","","","","","","","","","","","","","","","",""
7,"","tamaki_burden_2014","Tamaki, Tomoko; Dong, Yiqi; Ohno, Yuko; Sobue, Tomotaka; Nishimoto, Hiroshi; Shibata, Akiko","The burden of rare cancer in Japan: Application of the RARECARE definition","Cancer Epidemiology",38,5,"October","490--495",2014,"","","https://linkinghub.elsevier.com/retrieve/pii/S1877782114001404","","","","","","","","","","","","","","","","",""
7,"","Abel2015","Abel, G. A.; Shelton, J.; Johnson, S.; Elliss-Brookes, L.; Lyratzopoulos, G.","Cancer-specific variation in emergency presentation by sex, age and deprivation across 27 common and rarer cancers","British Journal of Cancer",112,S1,"mar","S129--S136",2015,"","","","","","","","","Springer Science and Business Media {LLC}","","","","","","","","","","",""
7,"","Arnold2015","Arnold, Melina; Karim-Kos, Henrike E.; Coebergh, Jan Willem; Byrnes, Graham; Antilla, Ahti; Ferlay, Jacques; Renehan, Andrew G.; Forman, David; Soerjomataram, Isabelle","Recent trends in incidence of five common cancers in 26 European countries since 1988: Analysis of the European Cancer Observatory","European Journal of Cancer",51,9,"jun","1164--1187",2015,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Ashley2015","Ashley, David; Thomas, David; Gore, Lia; Carter, Rob; Zalcberg, John R.; Otmar, Ren{\'{e}}e; Savulescu, Julian","Accepting risk in the acceleration of drug development for rare cancers","The Lancet Oncology",16,4,"apr","e190--e194",2015,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Bogaerts2015","Bogaerts, Jan; Sydes, Matthew R.; Keat, Nicola; McConnell, Andrea; Benson, Al; Ho, Alan; Roth, Arnaud; Fortpied, Catherine; Eng, Cathy; Peckitt, Clare; Coens, Corneel; Pettaway, Curtis; Arnold, Dirk; Hall, Emma; Marshall, Ernie; Sclafani, Francesco; Hatcher, Helen; Earl, Helena; Ray-Coquard, Isabelle; Paul, James; Blay, Jean-Yves; Whelan, Jeremy; Panageas, Kathy; Wheatley, Keith; Harrington, Kevin; Licitra, Lisa; Billingham, Lucinda; Hensley, Martee; McCabe, Martin; Patel, Poulam M.; Carvajal, Richard; Wilson, Richard; Glynne-Jones, Rob; McWilliams, Rob; Leyvraz, Serge; Rao, Sheela; Nicholson, Steve; Filiaci, Virginia; Negrouk, Anastassia; Lacombe, Denis; Dupont, Elisabeth; Pauporté, Iris; Welch, John J.; Law, Kate; Trimble, Ted; Seymour, Matthew","Clinical trial designs for rare diseases: Studies developed and discussed by the International Rare Cancers Initiative","European Journal of Cancer",51,3,"feb","271--281",2015,"","","https://linkinghub.elsevier.com/retrieve/pii/S0959804914010636","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Casali2015","Casali, P. G.; Bruzzi, P.; Bogaerts, J.; Blay, J.-Y.; Aapro, M.; Adamous, A.; Berruti, A.; Blay, J.-Y.; Bogaerts, J.; Bressington, J.; Bruzzi, B.; Capocaccia, R.; Cardoso, F.; Casali, P. G.; Celis, J. E.; Cervantes, A.; Ciardiello, F.; Claussen, C.; Coleman, M.; Comis, S.; Craine, S.; Boltz, D. De; Lorenzo, F. De; Tos, A. P. Dei; Gatta, G.; Geissler, J.; Giuliani, R.; Grande, E.; Gronchi, A.; Jezdic, S.; Jonsson, B.; Jost, L.; Keulen, H.; Lacombe, D.; Lamory, G.; Cam, Y. Le; di Priolo, S. Leto; Licitra, L.; Macchia, F.; Margulies, A.; Marreaud, S.; McVie, G.; Narbutas, S.; Oliver, K.; Pavlidis, N.; Pelouchova, J.; Pentheroudakis, G.; Piccart, M.; Pierotti, M. A.; Pravettoni, G.; Redmond, K.; Riegman, P.; Ruffilli, M. P.; Ryner, D.; Sandrucci, S.; Seymour, M.; Torri, V.; Trama, A.; Belle, S. Van; Vassal, G.; Wartenberg, M.; Watts, C.; Wilson, A.; Yared, W.","Rare Cancers Europe (RCE) methodological recommendations for clinical studies in rare cancers: a European consensus position paper","Annals of Oncology",26,2,"feb","300--306",2015,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Eliyatkın_2015","Eliyatkın, Nuket; Yalçın, Evrim; Zengel, Baha; Aktaş, Safiye; Vardar, Enver","Molecular Classification of Breast Carcinoma: From Traditional, Old-Fashioned Way to A New Age, and A New Way","The Journal of Breast Health",11,2,"Apr","59–66",2015,"","","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5351488/","","","","","","","","","","","","","","","","",""
7,"","James2015","James, Benjamin C.; Aschebrook-Kilfoy, Briseis; Cipriani, Nicole; Kaplan, Edwin L.; Angelos, Peter; Grogan, Raymon H.","The Incidence and Survival of Rare Cancers of the Thyroid, Parathyroid, Adrenal, and Pancreas","Annals of Surgical Oncology",23,2,"oct","424--433",2015,"","","","","","","","","Springer Science and Business Media {LLC}","","","","","","","","","","",""
7,"","Kondrashova201541","Kondrashova, Olga; Waring, Paul","Is genomics making rare cancers common and common cancers rare?","Cancer Forum",39,1,"","41 – 43",2015,"","Cited by: 1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923626261&partnerID=40&md5=f8a65b131414b7289a69169be01efd6f","","","","","","","","","","","","","","","","",""
7,"","Olver2015","Olver, Ian N.","Reassessing rare cancers","Medical Journal of Australia",203,10,"nov","386--386",2015,"","","","","","","","","{AMPCo}","","","","","","","","","","",""
7,"","Pappo2015","Pappo, Alberto S.; Furman, Wayne L.; Schultz, Kris A.; Ferrari, Andrea; Helman, Lee; Krailo, Mark D.","Rare Tumors in Children: Progress Through Collaboration","Journal of Clinical Oncology",33,27,"sep","3047--3054",2015,"","","https://ascopubs.org/doi/10.1200/JCO.2014.59.3632","","","","","","American Society of Clinical Oncology ({ASCO})","","","","","","","Rare pediatric tumors account for approximately 10\% of all childhood cancers, which in themselves are a rare entity. The diverse histologies and clinical behaviors of rare pediatric tumors pose challenges to the investigation of their biologic and clinical features. National and international cooperative groups such as the Rare Tumor Committee of the Children's Oncology Group, Rare Tumors in Pediatric Age Project, and European Cooperative Study Group for Pediatric Rare Tumors have developed several initiatives to advance knowledge about rare pediatric cancers. However, these programs have been only partially effective, necessitating the development of alternative mechanisms to study these challenging diseases. In this article, we review the current national and international collaborative strategies to study rare pediatric cancers and alternative methods under exploration to enhance those efforts, such as independent registries and disease-specific, National Cancer Institute–sponsored clinics.","","","",""
7,"","Pasquier2015","Pasquier, David; Barney, Brandon; Sundar, Santhanam; Poortmans, Philip; Villa, Salvador; Nasrallah, Haitam; Boujelbene, Noureddine; Ghadjar, Pirus; Lassen-Ramshad, Yasmin; Senkus, El{\.{z}}bieta; Oar, Andrew; Roelandts, Martine; Amichetti, Maurizio; Vees, Hansjoerg; Zilli, Thomas; Ozsahin, Mahmut","Small Cell Carcinoma of the Urinary Bladder: A Retrospective, Multicenter Rare Cancer Network Study of 107 Patients","International Journal of Radiation Oncology{\ast}Biology{\ast}Physics",92,4,"jul","904--910",2015,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Prasad2015","Prasad, Vinay; Oseran, Andrew","Do we need randomised trials for rare cancers?","European Journal of Cancer",51,11,"jul","1355--1357",2015,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Richter2015","Richter, Trevor; Nestler-Parr, Sandra; Babela, Robert; Khan, Zeba M.; Tesoro, Theresa; Molsen, Elizabeth; Hughes, Dyfrig A.","Rare Disease Terminology and Definitions\textemdashA Systematic Global Review: Report of the ISPOR Rare Disease Special Interest Group","Value in Health",18,6,"sep","906--914",2015,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Sandrucci2015","Sandrucci, S.; Gatta, G.; Trama, A.; Tos, A. P. Dei; Casali, P. G.","Specialized teams or specialist networks for rare cancers?","European Journal of Surgical Oncology ({EJSO})",41,9,"sep","1115--1117",2015,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Shin2015","Shin, Dong Wook; Cho, Juhee; Yang, Hyung Kook; Kim, So Young; Lee, Su Hyun; Suh, Beomseok; Shin, Hee-Young; Lee, Hyun Joo; Kim, Dae Ghon; Park, Jong Hyock","Oncologist Perspectives on Rare Cancer Care: A Nationwide Survey","Cancer Research and Treatment",47,4,"jan","591--599",2015,"","","","","","","","","Korean Cancer Association","","","","","","","","","","",""
7,"","Zlatareva201513","Zlatareva, Al.; Petrova, G.","National health insurance fund cost analysis for rare cancer diseases and orphan drugs","General Medicine",17,1,"","13 – 18",2015,"","Cited by: 0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929159214&partnerID=40&md5=a53f2886ae5939d5c587f17fd90dae18","","","","","","","","","","","","","","","","",""
7,"","Andrews2016","Andrews, Elizabeth B.; Gilsenan, Alicia; Midkiff, Kirk; Harris, David","Challenges in studying very rare cancer outcomes and infrequent exposures: example of teriparatide and osteosarcoma","Annals of Epidemiology",26,11,"nov","751--753",2016,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Baldovino_2016","Baldovino, Simone; Moliner, Antoni Montserrat; Taruscio, Domenica; Daina, Erica; Roccatello, Dario","Rare Diseases in Europe: from a Wide to a Local Perspective","The Israel Medical Association journal: IMAJ",18,6,"Jun","359–363",2016,"","","","","","","","","","","","","","","","","","","",""
7,"","Billingham2016","Billingham, Lucinda; Malottki, Kinga; Steven, Neil","Research methods to change clinical practice for patients with rare cancers","The Lancet Oncology",17,2,"feb","e70--e80",2016,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","blay_value_2016","Blay, Jean-Yves; Coindre, Jean-Michel; Ducimetière, Françoise; Ray-Coquard, Isabelle","The value of research collaborations and consortia in rare cancers","The Lancet Oncology",17,2,"February","e62--e69",2016,"","","https://linkinghub.elsevier.com/retrieve/pii/S1470204515003885","","","","","","","","","","","","","","","","",""
7,"","Boyd2016","Boyd, Niki; Dancey, Janet E.; Gilks, C. Blake; Huntsman, David G.","Rare cancers: a sea of opportunity","The Lancet Oncology",17,2,"feb","e52--e61",2016,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Brade2016","Brade, Anthony M.; Dawson, Laura Ann","To RCT or Not to RCT: How to Change Practice for Rare Cancers?","Journal of Clinical Oncology",34,3,"jan","203--204",2016,"","","","","","","","","American Society of Clinical Oncology ({ASCO})","","","","","","","","","","",""
7,"","Castaing_2016","Castaing, Marine; Bella, Francesca; Amodio, Rosalba; Bizzoco, Sabrina; Cassetti, Tiziana; Cirilli, Claudia; Cusimano, Rosanna; De Angelis, Roberta; Fusco, Mario; Gatta, Gemma; Gennaro, Valerio; Giacomin, Adriano; Giorgi Rossi, Paolo; Mangone, Lucia; Mannino, Salvatore; Rossi, Silvia; Pierannunzio, Daniela; Tavilla, Andrea; Tognazzo, Sandro; Tumino, Rosario; Vicentini, Massimo; Vitale, Maria Francesca","I tumori in Italia - Rapporto 2015: I tumori rari in Italia","Epidemiologia & Prevenzione",40,1 Suppl 2,"Feb","1–120",2016,"","","https://doi.org/10.19191/EP16.1S2.P001.035","","","","","","","","","","","","","","","","",""
7,"","Gonzato2016","Gonzato, Ornella","Could information improve patient access to new emerging drugs in rare cancer trials?","Journal of Cancer Policy",8,,"jun","38--41",2016,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Gronchi2016","Gronchi, Alessandro; Haas, Rick L.; Bonvalot, Sylvie","Cancer registries and randomised clinical trials in rare tumours: At the two extremes of daily clinical practice","European Journal of Cancer",64,,"sep","113--115",2016,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Gronchi2016a","Gronchi, Alessandro; Delrio, Paolo; Quagliuolo, Vittorio; Sandrucci, Sergio","The Italian Society of Surgical Oncology (SICO) survey on the minimum requirements of rare cancers referral centers","Updates in Surgery",68,4,"jun","321--323",2016,"","","","","","","","","Springer Science and Business Media {LLC}","","","","","","","","","","",""
